,tweet_id,text,is_sarcasm
33,665937465430188032,why should americans trust you to be president when they can't even trust you to sell the stunner,False
34,667407931768512512,hey i'm an american muslim and i already carry a special id badge where's yours semperfi usmc,True
35,669296173241540609,he's got game in it to win it makeamericagreatagain,False
36,670180327399165952,my superpac the american people go trump we got your back makeamericagreatagain trump,False
37,671463022280347648,how can u deny climate change when my pussy this hot fire sun fire,False
38,671881255655489536,i don't hear much from these days has she been arrested if not why not ccot tcot pjnet p,True
39,673988818198892544,every candidate for president needs to do the right thing condemn statement,False
40,674008204838199297,finally trashed by will still reserve him a seat on the blue origin rocket senddonaldtospace,True
41,674375959626256384,cc  red ale trump team  lunatic progressives calling for trump assassination,False
42,674423766491922432,why i am a trump suppo er trump,False
43,675390247165915137,you are a disgrace not only to the gop but to all america withdraw from the u s presidential race as you will never win,False
44,676958069423808513,give me a small christmas gift of a million dollars,True
45,677194957443088384,in an age of pussified political correctness you have to respect the people who remain unfiltered,True
46,678992241357000705,over of middle east refugees in usa collect welfare oa news refugee,False
47,681156670186192898,,False
48,681773089173024768,front page trump wins in landslide new york times  november trump,False
49,681975261064110080,hang in there america it won't be long vote for trump the next potus trump trumptrain a,False
50,687317650658189312,to bernie sanders with thanks for your commitment to real health care access for all americans ,False
51,688744010010107904,no you don't fuck you,False
52,690330740458967041,oga trump edakun when you win plss help me depo jide in texas me he stole my gf rm me in secondary school,True
53,690562515500032000,poor jeb i could've sworn i saw him outside trump tower the other day,True
54,691087262776426497,we are the united states of america we're coming united to take our country back trump,False
55,692033042383269888,my po rait of made using only the racist sexist ignorant and bigoted things he has said,False
56,692504112882171904,anne frank's stepsister compares to hitler in holocaust remembrance essay,False
57,692552032113270784,,False
58,692790423010566144,trump you base your statements on photoshopped pics i bailed you out twice a rd time maybe,False
59,692915677099868160,i decided as a student a hispanic and an american to suppo leader a father and a unifier,False
60,693175853853904898,oh yeah btw i still have a copy of this tweet you deleted sir,False
61,700374837517090817,shi by history by madeforhistory imwithher,False
62,700569519253618689,being in vegas for pieceofme is amazing for so many reasons especially when you get to meet,False
63,701146981142376449,meet me in person and tell me my brother yusor razan were deserving of the bullets scprimary ou hreewinners,True
64,703260852753981440,politicians let us down now its payback time trump trump makeamericagreatagain,False
65,703532623772180480,care to explain neve rump,False
66,703752690464063488,to get in the plane and go home,False
67,703900742961270784,it is better to live one day as a lion than years as a sheep makeamericagreatagain,True
68,704756959019474948,bless your hea,True
69,705344003399495680,we are praying for you trumpnation trumptrain no weapon formed against you will prosper,False
70,705912175492071425,it's still fuck you,False
71,706122813933879296,the fact didn't attack the way he attacked tells you everything,False
72,706942758284599298,btw i'm a democrat crossing over to for life trumptrain trump,False
73,707757793458130945,we have laws  demdebate,False
74,708123394563284993,tell us more about how sexism is wrong gopdebate,True
75,710106794970972160,thank you so much president to god be the glory for you the holy spirit is with you trumptrain,False
76,712380720656883713,retweet if donald j trump has your vote for the general election retweet for a revolution,False
77,714880276833386496,european people want to become potus to stop the radicalism islamic invasion wiprimary trump,False
78,715617770541416448,the good deeds of that msm won't tell you maga votetrump stopthesteal,False
79,716290187467227136,its all very suspect neverhillary womenfo rump trump,False
80,718269634814865410,first wwe hall of famer to become president,True
81,718576790076329984,hello boys this is my formal endorsement of i'm a woman last i checked and rudy u r amazing,True
82,719358634686341121,the gop tried to shut reagan down too look what happened trump makeamericagreatagain united states,False
83,719474959286800385,wins wy but nets more delegates it is a system rigged against voters,False
84,720658373914583041,one of my followers tweeted this meme yesterday i think it sums up quite nicely,False
85,722628702748688385,wow really nice,False
86,723227294781857792,ayo i almost forgot to tell you,True
87,724273120144678913,why are sg john hatley lt clint lorance in prison while obama frees gitmo terrorists,True
88,724408451963621377,from pue o rico with love middle finger light skin tone middle finger medium-light skin tone middle finger medium skin tone middle finger medium-dark skin tone middle finger dark skin tone,True
89,725683449370165248,trump on board the train double exclamation mark locomotive dashing away dashing away dashing away dashing away dashing away dc united states,False
90,727767817253203969,let's get this pa y sta ed madame secretary trump,True
91,727844765795024896,on the same day becomes our nominee we celebrate the life of my pup brookie i wont forget u baby,False
92,728273809925496832,rock on believing in from the begining  when so many thought trump was a joke,False
93,728317229943554049,any day is a great day for pho soup i love asians,True
94,729857410446336000,united states i am a woman i just voted for nebraskaprimary trump trumpforpresident,False
95,731258790159499264,dad daughter work day when the option to spend time w grandpa showed she dropped me like a rock face with tears of joy,False
96,732760762536464386,,False
97,732977711358955521,i am a black woman educated ba mba independent thinker i suppo trump person raising hand medium skin tone trump maga dealwithit,False
98,733858324089700352,smiling face with hea eyes sweat droplets daddy,False
99,735915713404260352,i am delighted that has agreed to debate let s do it in the biggest stadium possible,False
100,738761238759518208,,OTHER LANGUAGE
101,739120672446676992,it's not racist to say america first it's nationalist i've always been for my country first that's why i'm for ca nm,False
102,740326782029549568,proud to suppo she's making history not for herself but for women everywhere imwithher,False
103,740349876333076481,you're good at one thing lying,False
104,740973713965907968,can we trust you watch hillaryforprison,True
105,740974036541313024,just like all those emails requested by congress,True
106,740975081921216512,one thing is for sure this is the weirdest fucking election cycle of all time,False
107,740975156001148928,,False
108,740993607289688065,if anyone knows how to use a delete key it's you,True
109,741116436215701504,i believe the term is just rat delete,True
110,741202449139007488,wow my newborn just said mum isn't prioritising symbolic victories over material gains antithetical to leftism,True
111,741413352132509696,trump crosses all barriers in prayer dr parson trump buildthewall trump,False
112,741764117934055424,,False
113,741811105291489280,we are all family join trump family we the people family,False
114,743219394155683840,stop pandering you're so fake it's ridiculous trump neverhillary dropouthillary,False
115,743992032901795841,stay out of houston this for my people trump,False
116,746259655639318528,it's a great thing that the people of the uk have taken back their country says after brexit,True
117,747919445431967744,hillary i'll lie steal cheat or kill benghazi neverhillary imwithher maga,True
118,749003458926305280,clint eastwood on trump he is fearless he is great likeaboss trump trumptrain,False
119,750455702108286976,is representing the absolute hea break anger frustration in a government gone bad,False
120,751497493871890434,notice the differences dallaspoliceshootings makeamericagreatagain,False
121,752113909348216832,greatest campaign picture ever just love it,False
122,752529684303343620,for those who don't fully grasp how badly messed up,False
123,752960915444633601,show this to those who don't fully grasp the severity of email breach because the media won't,False
124,753690111632674820,references pok mongo,False
125,753923452919087105,i predicted a presidency on nov one yr later on nov it'll be reality maga,False
126,753965091544969216,you are our only hope mr trump imwithyou,False
127,754070414851276800,those are profound statements coming from our soldiers risking their lives for us trumppence j la red hea,False
128,756040651779760130,teamtrumppa will swing pa from crookedhillary blue to red americafirst trumppence locomotive dashing away united states united states,False
129,756324079301496832,me with some of the dangerous terrorists doesn't want to risk giving refuge to syrianrefugees,True
130,756331289037402112,i m with you not included women african americans lgbt people muslims latinos immigrants,True
131,756507277264297985,dear thank u for promising to protect me from terrorists while glossing over the fact that you'd take away my marriage,True
132,756648692283834368,sorry no one was paying attention to your announcement we are all too busy ready wikileaks dncleak,True
133,756654167800807424,is brilliant and progressive and he will make a great vp alongside imwithher and i'm excited to be with them,False
134,756710850694639617,thank you for the terrific endorsement of by who will b our next potus,False
135,757792685205786624,had an amazing time tonight suppo ing at the demsinphilly tonight imwithher,False
136,758134742415925248,watch me + friends suppo ing stronge ogether demsinphilly,False
137,758363610145927168,will be the st woman to be a major pa y presidential nom see the big moment on cnn demsinphilly,False
138,758424621867757569,since this is veep nite at dnc i thought it would b appropriate declare proudly imwithher,False
139,758482393850343424,if you're with and all the way to the white house,False
140,758856435283275778,,False
141,759117371239915520,hillary clinton exposed,False
142,759531057859395584,wow thinks we muslim women aren't allowed to speak let's let him hear us in nov in honor of mrs khan raised fist medium-light skin tone trumpsacrifices,True
143,759605904614518785,what a great day so proud of and let's go win this together,False
144,759923959206850571,we're coming watch out,False
145,760162462473871362,huma abedin could be chief of staff dems did you know about this backhand index pointing down crookedhillary crookedstaff,True
146,760169625321701376,even if you don't have children or grandchildren you will be asked for the rest of your life what did you do to stop,False
147,760498161806827520,mr charles woods says hillary lied about how his son tyrone woods died in benghazi neverhillary,False
148,760991811317932032,if trump builds the pipeline buffet will lose billion now you know why he's with her,True
149,761297948495994882,my pledge locomotive dashing away no matter what they say trump says does is or was he has my loyalty white heavy check mark ote united states trumppence united states imwithyou,False
150,762820080409333760,how many times can we retweet this video of falling while getting on to air force one trump,True
151,763028427498807297,this is the punk who says trumps not fit to run for president j la red hea,True
152,763153156268109824,it must be the responsibility of all americans to condemn remarks the violence they suggest,False
153,763425766956797952,collision go granny collision trumppence neverhillary americafirst nra alwaystrump trumptrain maga,False
154,765116420569071616,imwithyou friend let's bury the past failures trumppencelandslide americafirst trumppence,False
155,765261359722274816,great speech thus far this is why you're getting my vote,False
156,765676213671120896,a trump inspired dance tune for the election,False
157,766461872765677568,wakeupamerica maga a ccot tcot,False
158,766825906459377664,whereshillary watching this video of sho circuiting,True
159,767052608653692928,presently in hispanic roundtable with leaders from across the country,False
160,767942167830507520,with a message for the amazing people in akron ohio all aboard the trumptrain let's maga united states united states,False
161,768590515667345410,years old hispanic a woman this is why i suppo ps = the inspiration for this face blowing a kiss,False
162,768613669781417984,thank you for the tremendous introduction decent people can beat the establishment,True
163,769277794815737858,alex jones uncovers pickle-gate picklegate,False
164,770239868664442880,ever wonder why republicans want voter id obama won in every state that did not require a photo id,True
165,770412361081458688,en route to oklahoma to campain for we're stronger together united states imwithher,False
166,770423536129302528,personally looks at hits comment counts on stories was i censored your call,True
167,771161424806764545,dear god we pray in the name of jesus christ that you bless help him to be elected potus in,False
168,771484413834047488,tomorrow on on the death of his cousin and response,False
169,771897464093806592,who wants a president that could be blackmailed dr ben carson,True
170,772155907677556736,september months after vince foster's death clinton campaign security jerry parks murdered,False
171,772193860336357376,doesn't fit the msm narrative  so they wont share what did for jesse jackson in  so i will,False
172,772203008126058497,huge youtuber dna reveals he is th cousin,False
173,772578181584941056,you make me look like an angel,True
174,772792238489292800,a presidency would threaten religious libe y and put our constitutional rights in danger,True
175,772820984818696192,mrs bill clinton's worst nightmare black outreach he can connect with anyone,True
176,772910861870518272,the suppo for is unbelievable massive crowds everywhere trumpincanfield maga united states united states,False
177,773278843243270144,thank you for reading i'm incredibly moved to be accurate i'm ugly crying imwithher,True
178,773336278574039040,thank you annawintour for inviting me to this incredible event in suppo of,False
179,774176507576987648,is not racist there's really not excuses for people calling him that latinoswithtrump maga united states,False
180,774534287173554176,dear hi it's me one of the deplorables just wanted to let you know we won't fit in a basket ,True
181,774656602507018245,revolving hea s love all my deplorable basketbuddies for trump basketofdeplorables maga united states trumppence united states,True
182,774686275517440000,black people know when they're speaking to a racist pa ii basketofdeplorables maga boycottnfl,False
183,774732447648845825,my deplorable wife and deplorable me out knocking and handing out yard signs basketofdeplorables,True
184,775380862653247488,people who want their borders secured are not racists they're patriotic americans,False
185,775825843721469953,ivanka penned an op-ed that ran in the this afternoon read it here,False
186,775855934828453888,thanksobama for showing us the lies of politicians just like you will say anything to get elected,True
187,777279274101436416,family time after a long week on the campaign trail for definitely needed this maga trump,False
188,777518198837153792,um why are we paying for hillary's campaign trump proves to be right again riggedsystem,True
189,777659481081671681,just remember is fighting for you and hillary is fighting for her biggest donors maga trump,False
190,777856914961076224,tonight on the show and music from plus ew returns with fallontonight,False
191,777884879358988288,stopped by little haiti fl last week they weren't too happy w the clintons maga,False
192,777936284425781248,love and thank you always an honor my friend,False
193,778036749775675392,ladies and gentlemen,False
194,778403793969016832,my highest duty as president is to protect our citizens and to uphold the constitution of the united states ,False
195,778957045357772800,sits down between two ferns with zach galifianakis for her most memorable interview yet,False
196,779334733813587970,represents the political elite and so much of what has gone wrong over the past few decades,True
197,779461896625803264,viable candidates potus black circle hc=rd obama term red circle dt=real change in america trump maga folded hands medium skin tone united states,False
198,779488732621615105,i will lift my voice all over the nation get u elected thank u standing up against the establ,False
199,779495898690777088,new video is a failed businessman trumpbusinessfail trumptaxes,False
200,779507437392900096,the clinton misery a matter of temperament maga points neverhillary pointshigher,False
201,780223697860911104,some people seemed upset that i called a moron so i wanted to clarify my remarks he's also an asshole imwithher,True
202,780480921401118720,here's a list of of the biggest lies has told so far,False
203,780512370561060864,donald trump has no blood on his hands as does remember benghazi remember,False
204,780576068185063424,a administration will bring jobs back debates,False
205,780577527165284352,when speaks investments is a code word for crony capitalism government picking winners and losers debates,True
206,780578178729402370,government doesn't create jobs the private sector creates jobs debates,False
207,780579923295600640,has been pa of the rigged dc system for years why would we take policy advice from her debates,True
208,780581933176778752,this is the simple fact about she is a typical politician  all talk no action debates,False
209,780584959526498304,when is potus families are going to be safe and secure law and order will be restored maga,False
210,780588296065908737,i literally just did a dance around the room in my pj's exclamation mark microphone right arrow curving down,False
211,780588962398298112,i agree with  don't vote for debates,False
212,780589091138236417,i agree with  don't vote for debates,False
213,780591395052584960,hillary's policies have made america less safe that's why + general and military leaders have endorsed,False
214,780594205009772545,shoulder shimmy debatenight,False
215,780596946247553024,i agree that you should have tremendous stamina debates,False
216,780597166041628672,microphone right arrow curving down microphone right arrow curving down microphone right arrow curving down,False
217,780600714636759040,proud of had a vision and a plan and did her thing she was on point well done,False
218,780604340318773248,i received my passpo i'm ready to vote for my country for you for my daughter for women workers,False
219,780616850497384449,i'm flabbergasted that actually has a platform to speak to this many people i'm appalled,False
220,780737152107810816,voters are a bit like brexit voters they have enthusiasm passion trump has momentum and i t,True
221,780906000391864320,couldn't be more proud of her vision and command during last night's debate showed that she's ready to be our next,False
222,780948368205946880,for the record i competed in treated me w nothing but the upmost suppo respect both during after my reign,False
223,781093767713591297,is the continuity candidate if you want change in america you vote for,False
224,781508799932862465,crowds vs crowds by the numbers,False
225,781579899836465153,unbelievable is considering for the supreme cou this is why americans think the,False
226,781926108140703745,donald trump spelt backwards is pmu dlanod which makes no sense just like his thoughts,True
227,781945287925456901,problem isn't that he couldn't be heard on monday night his problem is we all heard him quite clearly,True
228,781967242317684737,make sure bullying never reaches the white house chip in now,False
229,782040839795113985,next on hannity while the clinton campaign tries to paint as sexist we speak with three women who say he's anything but,False
230,782640515850211329,carrie prejean was one of the only people that stood up for me and defended me,False
231,783007622588837888,hey here's my weak dad who volunteered to take your place in vietnam he died early rip dad he,True
232,783152079036620800,this guy got there at am and got a hug from he was so excited proud and he definitely de,False
233,783367117819088896,if the don't have the backbone to stand up to they don't have the backbone to stand up for working families,False
234,783416436001759233,our job is to elect and to understand that on the day after we are not finished we must continue the movement,False
235,783474744133840896,has a pay-to-play problem just like crooked vpdebates bigleaguetruth,False
236,783479285042581504,bold forward-looking economic plan will increase jobs wages incomes and oppo unities for all americans vpdebate,False
237,783479870131240960,law enforcement officers bring communities together keep us safe respect stand,False
238,783487018764558337,we need strong broad-shouldered leadership like in the white house vpdebate,False
239,783489855124860928,think you're deplorables basementdwellers think yo,False
240,783492506319069184,careless use of a secret server put national security at risk vpdebate bigleaguetruth,False
241,783850992332709888,uncle donald is a hero already so lets vote donald j trump for us president ,False
242,783870253008769024,this is so pathetic if weren't so vile i would almost feel sorry for her but she is and i don't,False
243,784138581812011008,getting down to brass tacks united states united states united states united states united states wethepeople gop wakeupamerica maga trumptrain trump,False
244,784162682270285828,cannot lead people you loathe,True
245,784224142694363136,my grandma estelle l schultz age born yrs before women could vote with her absentee ballot for st female p,False
246,784405076320382977,update i've now called charities looking for proof that gave millions of his own to charity,True
247,784497335124525059,anyone who is for women cannot vote for hillary,True
248,784594283009609728,were you lying or was sexual assault pa of your action every day it s a simple question you should have to answer it,True
249,784609346714013698,,False
250,784629820168794112,in his apology pretends his behavior in the leaked tapes was an anomaly no it is a pattern,False
251,784833262715830272,apologized for something he said yrs ago i accept it clinton still hasn't for lying about benghazi deleted emails,False
252,784841491042570240,man you got yelled at by tic tacs this is not going well,True
253,784852897439682560,you know what [ not running to be pope,True
254,784886190797455360,please retweet if not one word you heard say on the access hollywood bus surprised you not one word,False
255,784914786068881412,what's worse americans abandoned in benghazi or locker room talk,False
256,784915253268254720,who wanted to crucify gennifer flowers who called lewinsky a narcissistic loony toon answer,True
257,785107796995952644,just destroyed rudy giuliani and,False
258,785154318647296000,on phone with on plane en route to stlouisdebate,False
259,785179979021557760,that's a shitty ass drawing,False
260,785184351164198913,i earlier in motorcade en route to flight to st louis for debate photo credit,False
261,785197351379927041,should move away from a war of words focus on policy and his plan for strong border controls,False
262,785260911820836864,my wish for tonight's debates is that ignores the troll's time-wasting distractions and,False
263,785265137099735041,views failed eu vi ually as prototype to world government she represents establishment status qu,False
264,785266028032823296,police reform gun control mental health awareness women's rights affordable education debates,False
265,785288945160421376,i'm offended as an athlete that keeps using this locker room talk as an excuse,False
266,785293229390454784,is not above the law debates,False
267,785294480693952512,keep them notes memo,True
268,785295100674998272,icymi we are not in a narrative fight maga,True
269,785295867863568384, its called extreme vetting debates,True
270,785296228422590464,if i win i am going to instruct my atty gen to get a special prosecutor to look into your situation,False
271,785296681847906306,you need both a public and a private position debates,False
272,785297931884752896,is raising your taxes to a disastrous level is going to lower your taxes  big l,False
273,785299468945981441,i notice these are not built in mics tonight please drop the mic tonight hill microphone right arrow curving down dropthemichrc debates,False
274,785299486780383232,after a decent first debate is back to form pedantic lawyerly technocratic woefully untruthful responses,True
275,785303736868560897,if is president she ll be all talk and nothing will get done debate bigleaguetruth,False
276,785310165327151104,congrats to my running mate on a big debate win proud to stand with you as we maga,False
277,785312436240932865,if you agree won the debate big league maga,False
278,785321716209758208,dominated this evening's debate don't think ever really got going,False
279,785327164229050368,recap of the second debate,False
280,785348572090765313,rudy giuliani reacted to saying he will instruct a special prosecutor to look into,False
281,785511825395765248,just like michelle says when they go low we go high went high and showed why she'll be a potus for all americans,False
282,785570891052752896,focus fight on nov th god willing we the people will elect president we can do this,False
283,785849218808188929,watch mini-trump joins on stage at a rally,False
284,785892916262678528,treason gets less coverage than the locker-room talk no wonder america thinks your a joke,False
285,785896329646116864,instead of facing consequences for her actions like others have been protected at every turn by the obama admin,False
286,785918308189167618,new revelations from own aides are clearest proof yet the pay-to-play culture that dominated her state dept knew no limits,False
287,786026687867727872,tells suppo ers in florida to vote on november,False
288,786078144545562624,bomb this image keeps getting deleted from social media by admins thinking face i wonder why do you know,True
289,786210616767713282,in the words of these were the good old days this is what he means by make amerikka great again,False
290,786211994777124864,i have a question for the republicans,False
291,786301065088135168,i wanted the billboard to be squeezing two handfuls of hotdogs but this will do tix,True
292,786728638934716416,donald you'll be the greatest president,False
293,786740634291998721,please if you agree is biggest national embarrassment in american history,False
294,786770125269663744,maybe it's not the illegal immigrants that are keeping you from landing a job just saying,True
295,786877582973276160,high crimes = high time here's to a great sta gogogowdy lockherup wikileaks trumppence,False
296,786994155574611968,how dare you she needed help yeah you re probably right she s probably deeply troubled and,False
297,787126086836613120,police car light media police car light won't show black trump supp never aired him blackout kellyfile,False
298,787444478512603136,go mr trump israel is behind you,False
299,787460882355802112,help with no h carolina hurricane victims mr trump gave his o,False
300,787785541945204736,wow gloria allred mentions sexual harassment in work space before sexual allegations against,False
301,787896994404503557,i hope you get fired cheating is the only way she'll win hey is this okay with you,True
302,788031567331401728,fbi docs show that top state dept official discussed quid pro quo for reclassification of emails,False
303,788079876335136768,fuuck noo like hell fucking noo hell the fuckingg the noo hell the fucking fuu,False
304,788351580940697600,kicks off bazaar's womenwhodare issue with a powerful and inspiring essay about her mother,False
305,788381654687645696,construction trump has his eye on the ball and the folks to buildthatwall trumppence imwithyou,False
306,788412745049837569,vogue endorses for president of the united states,False
307,788447079446130688,he s such a flagrant toxic narcissist that's bruce springsteen's view of,False
308,788510307568062466,fox news poll is lying about how her emails were handled,False
309,788510866568204288,new television ad crooked hillary has done next to nothing during her year political career a vote for i,False
310,788562193998614528,check out our new tool every time tweets something offensive automatically donate,True
311,788742733066149889,give me a break you re not losing because it s rigged you re losing because we see through your creepy bullying,False
312,788743064009388032,anyone with children knows that whining about imaginary cheating is the last refuge of the sore loser,True
313,788743764428730368,it's not rigged you're losing fair square put on your big-boy pants because this is what accountability looks like,True
314,788744060148133888,but didn t come up with the rigged election himself it s a longtime effo by the to delegitimize,False
315,788744358203764736,it s fascinating voter fraud only seems to plague places where lots of people might vote for,False
316,788840733465718784,whether it's washington brussels or london we've seen emergence of an out of touch political class,True
317,788844665218994176,must talk about the issues tonight america's place in the world strong border controls and help,False
318,788894316131258368,united states let us pray for together  retweet once you have said your prayer debatenight prayforamerica,False
319,788907983308587008,you got this debates,False
320,788909027539365888,my white angel,False
321,788909392599060481,pledged to appoint judges who'd ove urn roe v wade he released a list to prove it,False
322,788910411940626436,will protect and defend the constitution debate bigleaguetruth draintheswamp,False
323,788910896026357761,lists litany of ways she plans to restrict gun rights a will not survive a hillary presidency debate bigleaguetruth,False
324,788911997488205824,is pro-life pro-family bigleaguetruth debates,False
325,788912595189112832,debatenight thers a place for people like you called hell,False
326,788914143197745154,if + her pa y wanted to solve immigration problems they could have done it when they controlled government they didn't,False
327,788914536539496448,wants a safe america w stronger borders no amnesty and an end to sanctuary cities he is,False
328,788917052337557505,you have failed failed and failed bigleaguetruth time to draintheswamp,False
329,788917524322627585,has been a foreign policy disaster for the american people i will makeamericastrongagain debate,False
330,788917570317320192,talking about jobs remember what she promised upstate new york bigleaguetruth debates,False
331,788918380082319360,tax hikes will crush our economy i will cut taxes  big league,False
332,788920473329422336,that timeline microphone right arrow curving down fire,False
333,788921162591973376,will do more in the first days in office than hillary has done in the last years debate,True
334,788921604130562052,brought to you by her campaign in chicago illinois bigleaguetruth draintheswamp,False
335,788922045299953664,celebrate our diversity and lift people up folded hands medium-light skin tone,False
336,788922462733869056,loves to lie america has had enough of the clinton's it is time to draintheswamp debates,False
337,788923410353008640,crooked foundation is a criminal enterprise time to draintheswamp bigleaguetruth debate,False
338,788923932074184704, killing children shouldn't be left to states  it should be rejected by laws,False
339,788925593051992065,you should give the money back draintheswamp,False
340,788929328696348674,after crooked allowed isis to rise she now claims she'll defeat them laughable here's my plan,False
341,788930436206501889,if you're already preparing a seat at the table for raising hands medium-light skin tone,False
342,788930678255517696,isis has infiltrated countries all over europe by posing as refugees and will allow it to happen h,False
343,788930895600160769,is going to cut taxes big league  crooked is going to raise taxes big league draintheswamp,False
344,788932359529766912,proved tonight she has brains guts thick skin steady hands most of all basic decency,False
345,788936738546839552,when trump went low went high we're prouder than ever to be with her shewon,False
346,788937329524273152,this was best most passionate debate moment yet,False
347,788938256146718720,tonight gave a textbook display of her dishonesty and evasiveness debates,False
348,788938327495942145,is the only candidate ready to shake up washington and give a voice back to the american people debates,False
349,788946605990895616,say whatever you want about all he wants is to maga for all americans,False
350,788950412137074689,watch with pride as this builds to the powerful climax dedicated to trump suppo ers maga,False
351,788966943365607424,how do you celebrate after a big win innout hamburger french fries teamtrump maga united states,False
352,788976568261484549,speaking head this is my nd time voting for potus united states this alarm clock time my vote will count double exclamation mark speaking head nov th,False
353,789096632537055232,outstanding for debate sweep for nobody has ever been more prepared to be,False
354,789121633378299904,last night i watched display everything i expect out of the potus donald displayed everything i expect out of a th grader,True
355,789202643897884672,hey no hcarolina get out and vote sta ing today for heavy check mark help us to makeamericagreatagain united states,False
356,789281519777046528,a shout out from at alsmithdinner,False
357,789501200722833408,editorial | is easily the best candidate for president,False
358,789556297997881344,honored to cast my vote today for aka madam president aka imwithher ivotedearly dontboovote,False
359,789570292934860800,imwithher hillyeah vote,False
360,789593187287339009,these are your us inteligence agencies how's the coast guard investigation going or dea or,True
361,789879295577587712,i repeat i will represent pro bono anyone trump sues for exercising their free speech rights many other lawyers,False
362,789939935910301696,campaigned for today in gmu in va encouraging young people to volunteer and vote sparkling hea sparkling hea sparkling hea,False
363,789941049992941568,americans mad as hell lies fraud rigged mediabias corruption draintheswamp make america,False
364,789941922819215360,imwithher vahc,False
365,789984228779798528,make this viral,False
366,789999840528732160,just like a casual fyi person tipping hand light skin tone,False
367,790019346416406528,here is the wikileaks email that shows it,False
368,790030309584572417,we will never forget benghazi and the blood on hillary's hands maga trumppence,False
369,790032274611920896,hey i'm sta ing to put together my halloween costume,True
370,790204596383723520,dear future president please don t let the dreams of my generation get locked up,False
371,790320321702297600,collision stunning trump numbers collision ballot box with check i believe trumppence will get over of the vote on,False
372,790356359388598273,when you go dorm to dorm for,False
373,790549660037373953,investor's business daily poll,False
374,790580646674522116,voting for i'm almost years old this is the first vote i've done nothing was ever impo,False
375,790629760665870336,y'all seen this stay woke guys out here rigging machines,False
376,790632688709472257,it's great to be in nh with  tough sma women who fight for us,False
377,790700500337516549,it's time to come together to ensure that is never elected president of the united states,False
378,790767886201593856,obama's response to mean tweet on was perfect more coming soon,False
379,790960096109035520,hey when jay z is performing for you ask him if he really thinks women are bitches cops are mother fuckers thanks,False
380,790995578113101824,overconfidence has sta ed hurling trash bags full of her clothes over the white house fence,False
381,790997046224384000,at years old nothing will stop these ladies from casting their votes for in virginia united states,False
382,791018026745286657,the criminal conduct of threatens the foundations of democracy,False
383,791043957346172928,proud to be suppo ing united states,False
384,791141542815752192,vote for this election day or no pussy will be safe stronge ogether hillaryclinton,False
385,791391489821511680,while you call latinos rapists and murders here's a latino repairing your star,False
386,791407344332656642,florida poll leads to specialrepo,False
387,791445788656226304,i will not defend or endorse but i am voting for him hrc is that bad hrc is bad for the usa,False
388,791558228286976000,homeless trump suppo er guards star on hollywood blvd against all sjws basedsentinel magax,False
389,791588157347205124,unlike warmonger hillary won't sta wwii  jill stien a vote for hillary is a vote for ww,True
390,791628093177888768,all these swamp people should be drained arrested along with hillary charged with accessory to murder,False
391,791665583033053184,that clintons raked in millions while same donors had biz before state dept points to clear pay-to-play culture,False
392,791731500765052932,are you still against the tpp seems your own campaign manager can't recall your publicposition o,True
